amount,revenue,type,default
626.01,24719.28,A,0
1008.21,42816.56,B,0
833.31,18867.43,A,0
260.69,33718.43,B,0
390.35,42472.26,B,0
581.82,15948.54,A,0
710.87,22641.67,A,0
992.8,41925.67,B,0
1125.48,48167.5,B,1
767.46,18814.95,A,0
1212.61,20405.85,A,0
620.97,18182.08,A,0
1067.79,45365.08,B,0
1337.14,45709.77,B,0
1112.57,41918.49,B,0
0,42778.53,B,0
346.77,40875.87,B,0
707.27,13485.25,A,0
452.4,20644.7,A,0
1390.62,28049.06,B,0
115.06,12631.91,A,0
957.19,18345.53,A,0
932.31,50937.63,B,0
799.73,44486.58,B,0
589.83,13635.78,A,0
460.31,49009.65,B,0
564.24,46230.77,B,0
1122.32,11007,A,0
1141.54,43967.71,B,0
393.59,28280.52,B,0
749.09,24304.51,A,0
1302.87,36107.08,B,0
724.42,24937.97,A,0
370.31,29811.21,B,0
335.72,42406.2,B,0
1132.93,48623.49,B,0
1330.68,41817,B,0
1075.07,28353.82,B,0
1498.38,58810.94,B,0
836.13,43250.46,B,0
1163.45,44446.38,B,0
628.58,32635.2,B,0
308.57,16606.56,A,0
1542.38,54880.82,B,0
0,34837.46,B,0
419.79,63547.51,B,0
249.19,13361.54,A,0
625.03,39298.68,B,0
686.15,36075.55,B,0
131.25,26917.45,B,0
920.36,20159.45,A,0
1152.67,39930.82,B,0
1299.21,33671.34,B,0
767.54,39476.44,B,0
1472.16,32970.08,B,0
1416.91,13428.39,A,0
1284.84,14727.9,A,0
1018.46,41043.63,B,0
885.33,30185.87,B,0
268.15,14297.93,A,0
384.74,37244.6,B,0
896.98,55290.22,B,0
810.1,32475.57,B,0
1060.76,37012.86,B,0
863.83,16541.79,A,0
958.72,17158.01,B,0
1372.1,46369.2,B,0
1270.57,19270.39,A,0
884.76,43668.3,B,0
913.02,57229.25,B,0
1568.86,49545.46,B,0
1139.04,41449.57,B,0
295.82,57621.83,B,0
220.45,29402.21,B,0
1882.39,53197.74,B,1
571.1,9448.48,A,0
1033.67,46201.52,B,0
1268.32,21771.69,A,0
1128.45,23661.49,B,0
684,33064.55,B,0
713.55,45599.13,B,0
986.5,32096.09,B,0
1729.73,50796.39,B,0
210.58,57781.29,B,0
592.63,17967.54,A,0
793.06,36272.11,B,0
1622.32,39430.08,B,1
1253.17,15658.01,A,0
785.41,19431.98,A,0
1010.88,36611.24,B,0
1074.82,28491.89,B,0
1737.2,22847.22,B,0
904.38,42939.94,B,0
543.55,26951.63,B,0
255.86,35548.61,B,0
626.94,48720.72,B,0
454.06,49818.76,B,0
163.77,45363.08,B,0
737.01,38191.42,B,0
924.45,18831.65,A,0
1176.69,47706.36,B,0
1279.75,29640.75,B,0
775.56,20935.63,A,0
1002.27,20036.13,A,0
1066.23,52257.47,B,0
432.66,51009.65,B,0
888.7,20566.9,A,0
721.91,44650.23,B,0
1045.08,54223.12,B,0
904.89,51788.84,B,0
1511.91,14381.47,A,0
1021.76,37425.51,B,0
1237.53,39705.7,B,0
893.73,24661.28,B,0
828.77,42654.88,B,0
739.73,19869.08,A,0
305.63,42504.78,B,0
715.25,34981.13,B,0
0,26661.54,B,0
580.69,20474.04,B,0
697.33,35703.13,B,0
1655.25,15742.28,A,0
378.61,14280.35,A,0
1088.94,44979.46,B,1
1015.39,32955.65,B,0
873.64,13057.18,A,0
497.06,47434.18,B,0
419.34,22623.72,B,0
406.01,15520.45,A,0
1222.48,27234.44,A,0
972.11,45983.72,B,0
628.87,39036.79,B,0
1072.31,20326.58,A,0
1808.1,20870.71,A,0
868.67,25611.96,B,0
1086.37,42659.96,B,1
338.04,51815.35,B,0
755.66,44550.53,B,0
530.63,18560.91,A,0
652.76,34074.05,B,0
503.95,19813,A,0
230.16,36566,B,0
766.09,41509.85,B,0
529.47,18055.79,A,0
112.27,16102.62,A,0
768.7,39338.45,B,0
1712.96,43650,B,1
244.3,27601.11,B,0
91.57,46172.65,B,0
270.69,15435.07,A,0
394.7,45011.06,B,0
1330.64,25892.03,A,0
1150.17,15075.48,A,0
1032.74,45177.73,B,0
91.17,43662.05,B,0
633.01,32921.56,B,0
1401.79,34111.34,B,0
0,31638.33,B,0
1384.47,40793.57,B,0
1191.39,17838.49,A,0
770.89,49361,B,0
1575.68,36069.93,B,0
1703.17,20976.93,A,0
973.57,58300.36,B,0
1543.39,17306.58,A,0
707.37,50072.48,B,0
110.75,40222.97,B,0
672.35,49507.29,B,0
1254.72,19882.36,A,0
326.55,34960.32,B,0
1642.07,39075.3,B,0
1479.19,12681.07,A,0
324.65,51307.69,B,0
776.42,27410.92,A,0
1127.05,17396.57,A,0
1082.59,30232.74,B,0
1426.68,27663.25,B,0
940.8,35381.25,B,0
293.18,36276.53,B,0
1414.16,28244.88,B,0
396.1,17234.13,B,0
1685.01,21383.65,A,0
1111.29,47276.63,B,0
467.01,42205.69,B,0
1382.74,19037.73,A,0
808.32,29711.08,B,0
1346.49,44827.63,B,0
875.43,33370.5,B,0
148.52,37557.77,B,0
1251.51,48780,B,0
836.72,36927.54,B,0
284.46,42216.37,B,0
677.06,35457.1,B,0
739.56,40550.37,B,0
1594.05,15085.82,A,0
217.4,27069.06,B,0
1968.72,23992.53,B,0
215.73,28657.05,B,0
1185.73,19714.96,A,0
0,47425.87,B,0
1202.91,45470.58,B,0
1228.26,11059.43,A,0
648.29,15833.04,A,0
254.57,20754.36,A,0
381.85,45296.34,B,0
1288.99,38805.65,B,0
1276.76,21370.19,B,0
1057.57,40646.61,B,0
0,29713.23,B,0
1166.26,37725.06,B,0
675.47,37502.07,B,0
1473.27,24781.16,A,0
1343.68,23428.49,A,0
557.43,19665.85,A,0
849.31,58204.88,B,0
751.05,44198.94,B,0
642.08,44452.47,B,0
1614.07,43235.39,B,0
0,19887.43,A,0
74.74,52629.53,B,0
791.83,13276.8,A,0
520.48,28290.32,B,0
1271.63,7764.09,A,0
395.37,50141.28,B,0
0,37595.73,B,0
1484.78,59480.04,B,0
1260.62,26305.31,B,1
1439.65,13942.26,A,0
339.23,33169.81,B,0
160.95,19979.51,A,0
404.88,25210.54,B,0
858.3,14413.48,A,0
1323.06,18166.97,A,0
941.61,14138.44,A,0
1790.48,21242.67,A,0
866.9,59931.66,B,0
448.73,46175.82,B,0
1139.14,31279.38,B,0
611.24,24544.47,B,0
1968.38,14108.37,A,0
681.89,36604.86,B,0
832.62,9296.76,A,0
1189.61,21938.51,A,0
322.63,19275.47,A,0
1152.55,15952.1,A,0
1629.92,17652.68,A,0
420.95,47727.64,B,0
0,34999.23,B,0
644.61,44115.38,B,0
1644.74,49637.88,B,0
442.54,32228.67,B,0
1368.37,35316.54,B,0
919.19,51171.88,B,0
592.35,33035.99,B,0
1170.36,15885.12,A,0
1385.52,10961.35,A,0
1053.16,10419.55,A,0
556.45,39241.42,B,0
255.45,53242.06,B,0
441.87,34596.9,B,0
727.69,23566.6,A,0
172.36,55428.48,B,0
115.79,35869.71,B,0
1071.72,26606.71,B,0
689.84,32873.38,B,0
0,44762.19,B,0
695.84,43558.44,B,0
1134.91,41679.97,B,0
285.34,44775.07,B,0
1983.67,12978.6,A,0
1048.17,17636.58,A,0
768.59,22951.79,B,0
740.78,49318.88,B,0
0,48513.06,B,0
1460.04,30221.52,B,0
363.74,21027.97,B,0
1052.28,17411.4,A,0
822.57,47457,B,0
191.01,21685.33,A,0
988.56,51870.07,B,0
1540.36,43862.82,B,0
380.39,55669.18,B,0
574.5,22264.39,B,0
890.87,46699.29,B,0
376.8,20411.95,A,0
2377.53,28078.23,A,1
760.64,43589.94,B,0
980.89,44125.72,B,0
825.95,56186.46,B,0
157.16,41275.33,B,0
654.41,44934.26,B,0
1231.7,32395.19,B,0
1290.72,14055.01,A,0
1010.11,34725.75,B,0
301.45,35588.02,B,0
1405.52,48365.37,B,0
939.01,39255.29,B,0
1143.4,54806.36,B,0
1724.72,32325.14,B,0
182.25,36168.11,B,0
305.06,43303.61,B,0
1359.61,29822.99,B,0
961.32,20252.43,A,0
1073.05,30398.66,B,0
474.44,43300.6,B,0
0,23659.77,B,0
1647.74,15777.43,A,0
1190.83,43823.66,B,0
1300.85,64549.45,B,0
1209.09,43039.38,B,0
1091.01,46538.41,B,0
244.29,37527.84,B,0
511.57,53675.51,B,0
1047.82,50328.64,B,0
1191.98,38336.6,B,0
1198.55,37743.32,B,0
816.53,16494.65,A,0
1498.72,12154.24,A,0
610.37,51452.14,B,0
0,41463.23,B,0
296.66,35035.14,B,0
835.75,21015.63,A,0
398.15,43773.94,B,0
658.4,30535.23,B,0
493.53,35483.2,B,0
715.59,50425.7,B,0
0,36801.21,B,0
669.74,32105.74,B,0
1524.15,15796.46,A,0
650.6,46236.96,B,0
0,36016.3,B,0
920.01,34326.4,B,0
187.64,45932.17,B,0
577.35,22551.05,A,0
523.32,22033.84,B,0
1519.04,26397.48,B,1
1061.66,20108.76,A,0
1910.72,21109.05,B,0
885.14,62314.76,B,0
830.13,24493.85,B,0
1095.75,21169.65,A,0
506.43,38539.64,B,0
771.36,58545,B,0
441.53,39394.07,B,0
160.98,48533.2,B,0
783.26,49015.82,B,0
677.47,40892.62,B,0
920.58,31394.74,B,0
92.77,49546.47,B,0
1102.19,52227.27,B,0
636.32,50552.81,B,0
375.87,35401.57,B,0
1113.1,29753.23,B,0
980.19,45096.1,B,0
911.8,48042.34,B,0
641.53,35781.53,B,0
93.08,43881.46,B,0
913.48,27962.84,B,0
1257.48,27612.06,B,0
597.73,37206.67,B,0
731.78,50975.83,B,0
745.76,33394.21,B,0
352.65,30213.14,B,0
482.25,17878.02,A,0
1109.07,40621.09,B,0
1370.66,26118.94,A,1
1452.63,18948.11,A,0
1301.45,20650.69,B,0
746.53,16194.38,A,0
333.64,27376.82,A,0
311.42,37421.05,B,0
861.26,52522.34,B,0
753.3,43547.31,B,0
160.29,36550.8,B,0
1502.91,20291.25,A,0
271.24,15469.85,A,0
1320.12,46655.16,B,0
702.74,15710.34,A,0
151.82,32890.09,B,0
495.01,17204.15,B,0
239.44,23618.36,B,0
513.71,10143.7,A,0
353.15,18142.14,A,0
1275.78,17467.19,A,0
86.47,35062.13,B,0
1675.14,20257.78,A,0
1480.28,23902.97,A,1
754.49,45151.05,B,0
1089.28,47671.4,B,0
329.52,45759.17,B,0
933.28,40617.84,B,0
1099.8,44156.35,B,0
994.66,24790.53,A,0
911.77,44061.45,B,0
681.3,30624.46,B,0
766.83,14175.91,A,0
298.49,39642.63,B,0
927.14,42277.93,B,0
788.34,25558.52,B,0
1267.77,44502.37,B,0
502.83,48974.07,B,0
267.18,46345.31,B,0
96.85,31400.5,B,0
1148.76,15220.31,A,0
542.35,58313.86,B,0
771.92,38428.12,B,0
1254.22,27892.48,B,0
537.71,21284.33,A,0
1066.09,22823.78,B,0
1643.49,45313.81,B,0
491.77,21509.44,A,0
537.23,29813.39,B,0
1787.55,18238.66,A,0
1214.02,49128.3,B,0
0,43413.24,B,0
986.8,33220.97,B,0
160.22,29831.21,B,0
1224.66,12481.08,A,0
460.36,20248.04,B,0
944.41,18683.88,A,0
670.21,46437.86,B,0
75.72,61558.49,B,0
1078.41,23060.74,A,0
466.62,52375.31,B,0
146.11,51844.61,B,0
402.79,41675.01,B,0
629,16161.8,A,0
1385.58,22026.52,A,0
491.8,49938.72,B,0
287.11,46015.93,B,0
859.87,34701.8,B,0
1400.51,43291.48,B,0
334.87,21501.56,A,0
386.62,21768.14,A,0
293.38,6990.31,A,0
2116.27,44328.58,B,1
659.67,55196.07,B,0
282.22,29426.24,B,0
906.07,35139.13,B,0
1217.37,31446.05,B,0
596.79,33424.69,B,0
700.05,53892.49,B,0
936.16,36302.97,B,0
1252.65,37369.47,B,0
896.05,29238.42,B,0
308.75,48667.25,B,0
559.6,53474.71,B,0
30.51,36502.55,B,0
317.06,47956.91,B,0
529.11,30741.25,B,0
840.35,36738.34,B,0
237.92,21182.71,A,0
137.86,12892.76,A,0
1261.26,38484.86,B,0
125.79,20769.47,A,0
2259.26,20364.5,A,1
274.91,13420.48,A,0
1078.19,54496.76,B,0
491.5,46147.76,B,0
856.62,46015.13,B,0
201.92,64974.57,B,0
1350.68,17295.25,A,0
1265.22,18738.96,A,0
834.91,44908.37,B,0
922.86,48099.88,B,0
198.51,57403.31,B,0
317.13,22740.64,A,0
915.26,31372.37,B,0
406.46,40316.83,B,0
685.22,15953.59,A,0
706.24,45181.99,B,0
643.45,17804.74,A,0
214.95,32120.91,B,0
945.29,41228.7,B,0
561.06,45586.88,B,0
855.69,42964.61,B,0
0,52155.27,B,0
976.52,33847.05,B,0
1251.45,14771.37,A,1
901.95,19211.72,A,0
531.77,31043.95,B,0
907.9,43181.08,B,0
1107.37,14742.78,A,0
1853.74,13831.32,A,0
768.42,27346.95,B,0
428.32,39673.23,B,0
1146.42,16522.64,A,0
231.44,57834.9,B,0
208.17,53329.17,B,0
646.91,21803.6,A,0
711.41,24129.62,B,0
554.6,38531.58,B,0
1378.42,30868.2,B,0
513.13,25789.64,B,0
1370.8,37745.24,B,1
112.37,40298.14,B,0
306.27,28417.93,B,0
1325,33124.47,A,1
0,34188.16,B,0
717.55,30421.84,B,0
1563.16,10366.6,A,0
749.48,15795.32,A,0
437.03,57354.96,B,0
861.47,34783.5,B,0
835.73,23350.36,A,0
83.73,42570.84,B,0
776.26,45378.45,B,0
392.59,33644.13,B,0
915.82,45005.96,B,0
351.06,38987.74,B,0
23.33,42153.38,B,0
503.03,47445.89,B,0
976.32,66234.39,B,0
655,32301.82,B,0
1088.54,47398.26,B,0
554.19,21867.56,A,0
867.7,59409.65,B,0
0,34346.07,B,0
965.83,25179.69,B,0
537.51,17887.5,A,0
1487.31,22598.7,A,0
604.17,42345.94,B,0
201.89,40955.97,B,0
766.27,20305.8,A,0
1029.16,50797.72,B,0
1200.73,38241.56,B,0
639.48,40559.56,B,0
452.26,14991.76,A,0
977.28,52261.04,B,0
314.78,39777.94,B,0
742.11,25138.55,B,0
1487.51,15624.8,A,1
1647.2,41365.02,B,0
1039.33,30581.66,A,0
1169.98,52036.86,B,0
1009.3,51703.51,B,0
266.75,24635.35,B,0
422.59,37461.22,B,0
946.32,48123.52,B,0
0,40454.55,B,0
544.25,19142.78,A,0
555.99,11361.05,A,0
269.75,33216.78,B,0
388.53,38973.67,B,0
517.16,46628.34,B,0
983.55,41734.51,B,0
900.42,31211.96,B,0
0,47292.79,B,0
616.39,29040.17,B,0
687.57,19889.57,A,0
41.62,48040.93,B,0
704.68,26061.89,B,0
28.71,41791.2,B,0
1707.64,22872.27,A,0
0,45834.03,B,0
424.01,32781.96,B,0
1339.74,40189.85,B,0
1105.47,29496.7,B,0
910.19,39999.94,B,0
588.81,55884.5,B,0
0,32687.69,B,0
45.93,27248.74,B,0
300.69,51363.8,B,0
1095.38,36488.65,B,0
1094.35,32427.98,B,0
442.07,47219.69,B,0
1069.92,36274.02,B,0
649.86,41697.37,B,0
994.22,40664.19,B,0
636.02,14716.8,A,0
830.94,24662.15,B,0
850.51,38873.86,B,0
984.38,33331.29,B,0
1030.61,38124.97,B,0
716.05,42943.4,B,0
462.13,52657.98,B,0
1435.68,55252.6,B,0
957.76,16110.18,A,0
214.44,46286.17,B,0
0,33866.36,B,0
922.37,22678.2,A,0
1013,35568.67,B,0
1352.38,43251.81,B,0
0,39274.07,B,0
442.56,41136.96,B,0
1219.9,48512.06,B,0
1639.34,37845.76,B,0
1252.47,44040.05,B,0
876.89,17988.88,A,0
696.22,38012.29,B,0
1091.74,19217.72,A,0
1024.99,42850.58,B,0
1070.2,36196.21,B,0
757.2,35189.89,B,0
947.38,17642.14,A,0
971.79,29006.8,B,0
614.22,35992.87,B,0
714.59,12303.93,A,0
893.74,18772.21,A,0
975.5,33297.4,B,0
210.78,32963.04,B,0
910.35,37632.13,B,0
1140.23,28375.47,B,0
1154.92,44566.07,B,0
1211.04,10751.46,A,0
1815.25,19243.14,A,0
333.44,23725.28,B,0
1223.72,17966.08,B,0
642.94,19094.83,A,0
1118.08,19639.62,A,0
595.77,19608.99,A,0
819.84,19050.31,A,0
1325.03,28895.24,B,0
965.94,25221.33,B,0
865.99,38586.2,B,0
1930.35,19521.47,A,0
1105.48,45077.48,B,0
302.95,15479.76,A,0
766.24,28858.33,B,0
686.36,39388.2,B,0
1009.98,19132.05,A,0
907.65,27254.76,B,0
1021.13,35986.63,B,0
594.71,30832.01,B,0
1033.06,22077.36,B,0
2099.09,44287.14,B,1
474.1,24924.95,A,0
1223.42,16291.41,A,0
513,42515.68,B,0
981.46,29310.99,B,0
1274.39,14309.62,A,0
713.38,33584.79,B,0
438.1,56331.68,B,0
920.67,38413.95,B,0
1003.24,34362.49,B,0
569.09,43915.5,B,0
994.67,14742.09,A,0
1259.1,27034.72,B,0
634.9,32231.29,B,0
1432.7,37260.45,B,0
999.4,20615.61,A,0
582.59,37308.59,B,0
1383.99,54755.84,B,0
1985.64,29478.43,B,1
642.81,29125.22,A,0
787.13,23319.93,A,0
1383.8,39652.73,B,0
1059.52,45316.54,B,0
823.38,69724.84,B,0
444.5,27586.18,B,0
1252.14,15461.82,A,0
1574.61,38960.72,B,1
0,47205.82,B,0
895.27,42228.82,B,0
896.36,9287.37,B,0
337.48,5113.01,A,0
598.27,52385.47,B,0
1183.22,19800.33,A,0
632.84,35788.97,B,0
721.84,36899.2,B,0
2394.69,38777.54,B,1
1004.97,16602.39,A,0
474.89,17151.93,B,0
333.26,20638.75,A,0
1146.55,34412.39,B,0
1174.61,35531.71,B,0
1738.8,37996.75,B,1
1446.54,33753.81,B,0
1265.73,24276.95,A,0
0,47365.13,B,0
1280.15,43741.14,B,0
705.41,17085.09,A,0
403.59,40958.61,B,0
0,44175.83,B,0
638,46742.62,B,0
1211.82,16632.96,A,0
297.21,37748.64,B,0
942.82,38688.29,B,0
1037.08,47233.39,B,0
787.82,37698.53,B,0
777.31,31799.98,B,0
638.16,43178.08,B,0
171.31,27509.51,B,0
1500.02,43275.04,B,0
1679.5,30884.1,B,0
323.39,48597.58,B,0
0,47672.9,B,0
569.26,39784.71,B,0
905.68,50805.72,B,0
966.04,48548.9,B,0
926.17,20553.87,A,0
860.48,41677.79,B,0
0.45,33013.22,B,0
627.21,28973.38,B,0
475.02,30661.47,B,0
1662.05,16786.58,A,0
0,28478.09,B,0
1444.37,12763.07,A,0
1500.23,18698.44,A,0
991.23,25286.8,B,0
429.44,39740.11,B,0
1549.01,20779.12,A,0
913.56,17537,A,0
786.46,20482.98,A,0
927.48,33928.36,B,0
1584.26,28318.74,B,0
743.34,47973.62,B,0
701.96,41616.87,B,0
490.37,43414.09,B,0
626.2,40973.28,B,0
809.7,22528.87,A,0
396.58,20388.13,B,0
1137.38,11338.49,A,0
58.65,20771.44,A,0
815.25,29001.58,B,0
1266.58,29465.58,B,0
1591.59,23351.15,A,0
266.41,40899.01,B,0
588.38,8907.18,A,0
499.04,15508.33,A,0
197.76,41318.16,B,0
1189.98,13028.18,A,0
980.03,27944.9,A,0
88.93,55310.6,B,0
893.56,14373.17,B,0
629.43,26026.29,B,0
884.95,43781.21,B,0
407.73,38793.4,B,0
431.73,58236.36,B,0
580.25,26038.2,B,0
1795.65,44752.97,B,0
1423.32,33819.05,B,0
523.11,39482.57,B,0
716.2,35839.06,B,0
207.21,47540.36,B,0
0,58320.36,B,0
1122.64,46733.44,B,0
949.76,40486.55,B,0
603.47,12628.5,A,0
963.12,34345.97,B,0
691.31,35014.31,B,0
833.72,46541.56,B,0
219.83,43451.4,B,0
775.1,37600.94,B,0
111.31,47085.94,B,0
1278.89,49257.75,B,0
0,29890.51,B,0
308.03,37315.66,B,0
676.3,44284.82,B,0
656.73,31804.62,B,0
877.81,58816.34,B,0
737.02,29865.15,B,0
1070.22,54703.97,B,0
1031.27,39089.29,B,0
1508.95,30640.52,B,0
740.28,48680.78,B,0
1392.35,11085.09,A,0
246.68,41187.22,B,0
114.47,48865.5,B,0
874.93,20615.29,A,0
1122,47332.72,B,0
765.6,27481.03,B,0
856.48,33651.7,B,0
1405.93,46970.03,B,0
776.31,47943.74,B,0
383.26,43089.67,B,0
987.38,50575.12,B,0
1419.53,33336.66,B,0
0,21105.56,A,0
348.76,44388.62,B,0
1137.44,42605.16,B,0
971.89,42191.16,B,0
1190.18,23339.93,A,0
1396.38,46054.45,B,0
1567.33,36060.37,B,1
824.52,40961.64,B,0
534.34,46698.16,B,0
778.26,43058.6,B,0
1042.9,31816.21,B,0
0,45245.03,B,0
385.27,45466.07,B,0
690.13,26131.03,A,0
336.02,35945.33,B,0
1150.78,22834.53,B,0
1197.85,48054.25,B,0
576.39,31593.44,B,0
918.69,55588.19,B,0
187.81,50022.23,B,0
871.96,17889.95,A,0
632.34,25538.84,B,0
271.52,35612.65,B,0
1274.54,20765.93,A,0
1283.7,28897.95,B,0
732.53,50994.48,B,0
1157,50538.33,B,1
1718.05,36123.88,B,0
1826.65,20867.58,A,0
1795.54,31280.5,B,1
731.47,12448.87,A,0
1034.27,33860.23,B,0
862.24,30614.42,B,0
231.36,29611.2,B,0
1162.87,23297.07,A,0
645.74,40290.78,B,0
291.3,35428.2,B,0
721.4,27525.26,A,0
1043.83,39034.59,B,0
1500.36,19576.48,A,0
741.05,40533.71,B,0
570.99,54915.43,B,0
1596.7,46641.58,B,0
984.44,42268.54,B,0
1016.16,60830.4,B,0
1211.29,29859.56,B,0
1545.32,34807.03,B,0
0,36264.88,B,0
1157.17,42630.07,B,0
745.58,54415.15,B,0
855.63,18870.55,A,0
883.15,30017.8,B,0
281.43,51320.51,B,0
1608.91,15957.33,A,0
594.61,46526.13,B,0
80.32,16214.85,A,0
966.32,42414.04,B,0
900.16,17230.97,A,0
720.53,44212.1,B,0
975.57,16805.56,A,0
1895.39,21591.23,A,1
798.89,11828.35,A,0
542.34,42273.91,B,0
958.68,45983.99,B,0
1457.95,19797.97,A,0
553.88,27480.24,A,0
955.27,21003.24,A,0
0,40408.02,B,0
727,49047.57,B,0
395.13,52108.73,B,0
1791.29,21307.87,A,0
537.86,17468.53,A,0
401.57,49039.64,B,0
100.81,13912.18,A,0
1221.91,47501.29,B,0
853.35,28609.18,B,0
699.54,19712.3,A,0
980.62,21262.72,A,0
753.95,32831.25,B,0
969.97,19267.74,A,0
1101,38964.8,B,1
247.23,42591.18,B,0
1358.52,16323.51,A,0
1210.64,49379.93,B,0
0,35755.99,B,0
650.62,38937.88,B,0
600.01,36320.89,B,0
846.28,24408.24,B,0
1501.03,39127.61,B,1
918.58,37977.82,B,0
737.96,38358.37,B,0
1096.82,43107.02,B,0
929.44,44309.72,B,0
423.02,24528.36,A,0
861.16,31518.74,B,0
1354.87,19029.82,A,0
594.21,34612.94,B,0
659.94,48856.93,B,0
0,36406.04,B,0
1144.01,19287.97,A,0
817.82,49469.54,B,0
1354.75,18422.22,A,0
1130.41,38067.91,B,0
607.53,21929.13,B,0
903.69,48183.66,B,0
966.45,16524.6,A,0
1062.04,19336.65,A,0
932.48,40274.47,B,0
1688.44,22502.64,A,0
705.31,32748.77,B,0
141.18,17651.17,B,0
1033.94,38333.14,B,0
299.29,34381.44,B,0
1306.3,28571.69,B,0
918.19,26109.44,B,0
328.59,41287.21,B,0
1014.3,47084.83,B,0
221.35,65210.32,B,0
452.39,9691.88,A,0
413.49,44488.9,B,0
973.73,37893.63,B,0
1292.11,20525.35,A,0
933.14,18267.84,B,0
677.4,25997.7,B,0
696.83,48106.75,B,0
648.59,36960.9,B,0
0,9789.99,A,0
1398.35,19161.51,B,0
1462.69,37118.48,B,0
1055.46,26804.96,B,0
649.92,38414.96,B,0
807.33,12034.21,A,0
1281.08,35396.55,B,0
1326.16,43923.43,B,0
591.34,15711.13,A,0
953.09,13189.07,A,0
997.13,37226.12,B,0
900.82,36416.92,B,0
329.07,25703.26,B,0
666.39,50502.46,B,0
408.1,54320.01,B,0
1858.74,17084.41,A,0
1229.28,12408.65,A,0
2018.96,50242.47,B,1
1579.25,44566.42,B,0
1207.79,13876.64,A,0
390.72,36194.16,B,0
219.39,44227.13,B,0
1389.12,62155.98,B,0
188.61,28671.07,B,0
0,44541.44,B,0
671.97,33947.77,B,0
861.97,41278.49,B,0
352.5,30410.3,B,0
686.86,47991.36,B,0
529.21,55481.29,B,0
916.03,20968.57,A,0
1336.23,39331.5,B,0
798.74,37329.83,B,0
554.9,24671.11,A,0
1430.63,39452.98,B,0
1336.53,8092.33,A,0
808.68,42643.47,B,0
633.7,20602.67,B,0
997.78,10432.19,A,0
1607.36,45721.85,B,0
1090.27,33883.48,B,0
1020.95,30591.33,B,0
721.64,34293.45,B,0
351.11,58532.83,B,0
499.86,15131.46,A,0
1029,14035.15,A,0
615.56,36484.74,B,0
1131.67,29797.14,B,0
752.17,48927.53,B,0
529.29,45035.54,B,0
406.26,43052.34,B,0
485.8,46282.44,B,0
742.1,28941.59,B,0
950.88,38199.24,B,0
1214.88,18760.83,B,0
1335.08,15922.17,A,0
597.25,21507.87,A,0
411.18,12445.31,A,0
345.32,16078.85,A,0
1845.3,39205.88,B,1
589.26,27937.95,B,0
476.99,19787.76,A,0
852.11,41377.11,B,0
243.12,49349.27,B,0
1643.83,48022.24,B,0
1230.84,23537.48,A,0
1333.77,38977.01,B,0
968.74,22789,A,0
0,24473.68,A,0
572.58,53615.58,B,0
764.42,15861.2,A,0
1232.74,12154.67,A,0
906.8,49784.04,B,0
676.43,31306.41,B,0
1037.58,41499.21,B,0
1194.91,43694.86,B,0
313.74,39217.81,B,0
851.51,49227.27,B,0
839.41,20862.76,A,0
253.01,37278.23,B,0
746.14,25561.05,B,0
168.31,49043.07,B,0
520.75,8270.12,A,0
500.26,45128.35,B,0
836.5,52143.25,B,0
1431.36,18896.39,A,0
1873.91,44253.8,B,0
1538.88,41831.58,B,0
836.15,33957.36,B,0
1585.3,42432.1,B,0
968.58,45769.94,B,0
244.21,19080.41,B,0
892.55,44244.49,B,0
122.49,28124.64,B,0
604.32,43125.48,B,0
897.2,16784.43,A,0
795,47863.19,B,0
1129.02,50554.26,B,0
1285.68,40729.93,B,0
482.99,25270.24,B,0
795.73,28117.82,B,0
1215.64,54641.2,B,0
612.34,41592.84,B,0
754.95,53898.49,B,0
1276.37,25707.05,B,0
691.44,43151.02,B,0
1666.13,33081.45,B,0
235.29,27878.22,B,0
1000.5,22214.13,B,0
299.5,19637.31,A,0
1472.23,43293.73,B,1
344.37,19100.57,A,0
376.64,32193.51,B,0
1262.44,15574.47,A,0
0,20210.59,A,0
765.92,42050.77,B,0
522.53,41033.97,B,0
1763.97,15327.11,A,0
360.5,39470.3,B,0
310.8,47435.34,B,0
0,50559.41,B,0
1553.43,17474.91,A,0
1436.73,16119.38,A,0
2206.69,41031.49,B,1
785.52,24572.47,A,0
0,46562.4,B,0
1794.58,30358.24,B,0
702.34,14855.92,A,0
1636.44,17892.19,A,0
935.92,20974.68,A,0
1272.47,12463.43,A,0
706.95,53206.67,B,0
822.41,31779.73,B,0
479.09,43633.82,B,0
794.33,36909.89,B,0
577.2,12014.17,A,0
1032.61,44881.68,B,0
751.12,37541.29,B,0
2076.71,40976.03,B,1
733.35,23076.23,B,0
885,43792.43,B,0
1263.84,44174.16,B,0
224.77,60925.62,B,0
938.24,35082.35,B,0
298.24,49641.01,B,0
0,52231.63,B,0
929.04,58704.02,B,0
1579.48,38444.18,B,0
757.27,46935.46,B,0
815.29,53847.12,B,0
0,46442.78,B,0
1093.31,36015.17,B,0
681.59,12530.07,A,0
283.65,30590.43,B,0
1389.06,16662.83,A,0
657.93,40140.11,B,0
672.94,17581.07,A,0
211.58,24152.45,A,0
1708.96,55172.94,B,0
1075.83,33726.88,B,0
446.07,19409.35,A,0
0,56188.97,B,0
807.17,40728.19,B,0
1270.01,9679.05,A,0
451.05,29894.16,B,0
319.5,13060.09,A,0
